b'Name of the Restaurants',Country code,City,Day of week,Start time hour,Start time minute,End time hour,End time minute
b'Hotpot First Shabu',US,San Jose,3,17,30,21,0
b'Hotpot First Shabu',US,San Jose,4,11,30,14,0
b'Hotpot First Shabu',US,San Jose,4,17,30,21,0
b'Hotpot First Shabu',US,San Jose,5,11,30,21,0
b'Hotpot First Shabu',US,San Jose,6,11,30,21,0
b'House For An Art Lover',GB,Glasgow,0,10,0,17,0
b'House For An Art Lover',GB,Glasgow,1,10,0,17,0
b'House For An Art Lover',GB,Glasgow,2,10,0,17,0
b'House For An Art Lover',GB,Glasgow,3,10,0,17,0
b'House For An Art Lover',GB,Glasgow,4,10,0,17,0
b'House For An Art Lover',GB,Glasgow,5,10,0,17,0
b'House For An Art Lover',GB,Glasgow,6,10,0,17,0
b'House of Bowls',US,Houston,0,11,0,22,0
b'House of Bowls',US,Houston,1,11,0,22,0
b'House of Bowls',US,Houston,2,11,0,22,0
b'House of Bowls',US,Houston,3,11,0,22,0
b'House of Bowls',US,Houston,4,11,0,23,0
b'House of Bowls',US,Houston,5,11,0,23,0
b'House of Bowls',US,Houston,6,11,0,22,0
b'House of Fries',US,Houston,0,10,0,16,0
b'House of Fries',US,Houston,1,10,0,16,0
b'House of Fries',US,Houston,2,10,0,16,0
b'House of Fries',US,Houston,3,10,0,16,0
b'House of Fries',US,Houston,4,7,0,16,0
b'House of Fries',US,Houston,5,7,0,16,0
b'House of Kabob',US,Houston,0,11,0,22,0
b'House of Kabob',US,Houston,1,11,0,22,0
b'House of Kabob',US,Houston,2,11,0,22,0
b'House of Kabob',US,Houston,3,11,0,22,0
b'House of Kabob',US,Houston,4,11,0,22,0
b'House of Kabob',US,Houston,5,11,0,22,0
b'House of Kabob',US,Houston,6,11,0,22,0
b'House of Pho',US,San Jose,0,10,0,21,0
b'House of Pho',US,San Jose,1,10,0,21,0
b'House of Pho',US,San Jose,2,10,0,21,0
b'House of Pho',US,San Jose,3,10,0,21,0
b'House of Pho',US,San Jose,4,10,0,21,0
b'House of Pho',US,San Jose,5,10,0,21,0
b'House of Pho',US,San Jose,6,10,0,21,0
b'House of Siam',US,Boston,0,11,30,22,0
b'House of Siam',US,Boston,1,11,30,22,0
b'House of Siam',US,Boston,2,11,30,22,0
b'House of Siam',US,Boston,3,11,30,22,0
b'House of Siam',US,Boston,4,11,30,23,0
b'House of Siam',US,Boston,5,12,0,23,0
b'House of Siam',US,Boston,6,12,0,22,0
b'House of Small Wonder',US,Brooklyn,0,8,0,19,0
b'House of Small Wonder',US,Brooklyn,1,8,0,19,0
b'House of Small Wonder',US,Brooklyn,2,8,0,19,0
b'House of Small Wonder',US,Brooklyn,3,8,0,19,0
b'House of Small Wonder',US,Brooklyn,4,8,0,17,0
b'House of Small Wonder',US,Brooklyn,5,10,0,17,0
b'House of Small Wonder',US,Brooklyn,6,10,0,18,0
b'Houston Panini & Provisions',US,Houston,0,10,0,17,0
b'Houston Panini & Provisions',US,Houston,1,10,0,17,0
b'Houston Panini & Provisions',US,Houston,2,10,0,17,0
b'Houston Panini & Provisions',US,Houston,3,10,0,17,0
b'Houston Panini & Provisions',US,Houston,4,10,0,17,0
b'Houston Panini & Provisions',US,Houston,5,10,0,15,0
b'Houston Panini & Provisions',US,Houston,6,10,0,15,0
"b""Houston's Famous Deli""",US,Houston,0,10,0,15,0
"b""Houston's Famous Deli""",US,Houston,1,10,0,15,0
"b""Houston's Famous Deli""",US,Houston,2,10,0,15,0
"b""Houston's Famous Deli""",US,Houston,3,10,0,15,0
"b""Houston's Famous Deli""",US,Houston,4,10,0,15,0
"b""Houston's Famous Deli""",US,Houston,5,10,0,17,0
"b""Houston's Restaurant""",US,Houston,0,11,0,21,30
"b""Houston's Restaurant""",US,Houston,1,11,0,21,30
"b""Houston's Restaurant""",US,Houston,2,11,0,21,30
"b""Houston's Restaurant""",US,Houston,3,11,0,21,30
"b""Houston's Restaurant""",US,Houston,4,11,0,22,0
"b""Houston's Restaurant""",US,Houston,5,11,0,22,0
"b""Houston's Restaurant""",US,Houston,6,11,0,21,30
"b""Houston's Restaurant""",US,Houston,0,11,0,21,30
"b""Houston's Restaurant""",US,Houston,1,11,0,21,30
"b""Houston's Restaurant""",US,Houston,2,11,0,21,30
"b""Houston's Restaurant""",US,Houston,3,11,0,21,30
"b""Houston's Restaurant""",US,Houston,4,11,0,22,0
"b""Houston's Restaurant""",US,Houston,5,11,0,22,0
"b""Houston's Restaurant""",US,Houston,6,11,0,21,30
b'How To Cook a Wolf',US,Seattle,0,17,0,23,0
b'How To Cook a Wolf',US,Seattle,1,17,0,23,0
b'How To Cook a Wolf',US,Seattle,2,17,0,23,0
b'How To Cook a Wolf',US,Seattle,3,17,0,23,0
b'How To Cook a Wolf',US,Seattle,4,17,0,23,0
b'How To Cook a Wolf',US,Seattle,5,17,0,23,0
b'How To Cook a Wolf',US,Seattle,6,17,0,23,0
b'Hoxton Grill',GB,London,0,7,0,0,0
b'Hoxton Grill',GB,London,1,7,0,0,0
b'Hoxton Grill',GB,London,2,7,0,0,0
b'Hoxton Grill',GB,London,3,7,0,0,0
b'Hoxton Grill',GB,London,4,7,0,0,0
b'Hoxton Grill',GB,London,5,7,0,0,0
b'Hoxton Grill',GB,London,6,7,0,0,0
b'HQ Howard Quintero',US,Chicago,0,17,0,22,0
b'HQ Howard Quintero',US,Chicago,2,17,0,22,0
b'HQ Howard Quintero',US,Chicago,3,17,0,22,0
b'HQ Howard Quintero',US,Chicago,4,17,0,22,0
b'HQ Howard Quintero',US,Chicago,5,10,0,15,0
b'HQ Howard Quintero',US,Chicago,5,17,0,22,0
b'HQ Howard Quintero',US,Chicago,6,10,0,15,0
b'HQ Howard Quintero',US,Chicago,6,17,0,22,0
b'Hubbard & Bell',GB,London,0,7,0,2,0
b'Hubbard & Bell',GB,London,1,7,0,2,0
b'Hubbard & Bell',GB,London,2,7,0,2,0
b'Hubbard & Bell',GB,London,3,7,0,2,0
b'Hubbard & Bell',GB,London,4,7,0,2,0
b'Hubbard & Bell',GB,London,5,8,0,2,0
b'Hubbard & Bell',GB,London,6,8,0,0,0
b'Hubcap Grill',US,Houston,0,11,0,15,0
b'Hubcap Grill',US,Houston,1,11,0,15,0
b'Hubcap Grill',US,Houston,2,11,0,15,0
b'Hubcap Grill',US,Houston,3,11,0,15,0
b'Hubcap Grill',US,Houston,4,11,0,15,0
b'Hubcap Grill',US,Houston,5,11,0,15,0
"b""Hubee D's""",US,Charlotte,0,11,0,21,0
"b""Hubee D's""",US,Charlotte,1,11,0,21,0
"b""Hubee D's""",US,Charlotte,2,11,0,21,0
"b""Hubee D's""",US,Charlotte,3,11,0,21,0
"b""Hubee D's""",US,Charlotte,4,11,0,21,0
"b""Hubee D's""",US,Charlotte,5,11,0,21,0
"b""Hubee D's""",US,Charlotte,6,11,0,21,0
b'Hudson',US,Seattle,0,7,0,23,0
b'Hudson',US,Seattle,1,7,0,23,0
b'Hudson',US,Seattle,2,7,0,23,0
b'Hudson',US,Seattle,3,7,0,23,0
b'Hudson',US,Seattle,4,7,0,23,0
b'Hudson',US,Seattle,5,8,0,23,0
b'Hudson',US,Seattle,6,8,0,15,0
b'Hue Ky Mi Gia',US,Seattle,0,10,0,21,0
b'Hue Ky Mi Gia',US,Seattle,1,10,0,21,0
b'Hue Ky Mi Gia',US,Seattle,2,10,0,21,0
b'Hue Ky Mi Gia',US,Seattle,3,10,0,21,0
b'Hue Ky Mi Gia',US,Seattle,4,10,0,21,0
b'Hue Ky Mi Gia',US,Seattle,5,10,0,21,0
b'Hue Ky Mi Gia',US,Seattle,6,10,0,21,0
"b""Hughie's""",US,Houston,0,11,0,22,0
"b""Hughie's""",US,Houston,1,11,0,22,0
"b""Hughie's""",US,Houston,2,11,0,22,0
"b""Hughie's""",US,Houston,3,11,0,22,0
"b""Hughie's""",US,Houston,4,11,0,0,0
"b""Hughie's""",US,Houston,5,11,0,0,0
"b""Hugo's""",US,Houston,0,11,0,22,0
"b""Hugo's""",US,Houston,1,11,0,22,0
"b""Hugo's""",US,Houston,2,11,0,22,0
"b""Hugo's""",US,Houston,3,11,0,22,0
"b""Hugo's""",US,Houston,4,11,0,23,0
"b""Hugo's""",US,Houston,5,11,0,23,0
"b""Hugo's""",US,Houston,6,10,0,21,0
b'Hukilau',US,San Jose,1,11,0,14,0
b'Hukilau',US,San Jose,1,17,0,21,0
b'Hukilau',US,San Jose,2,11,0,14,0
b'Hukilau',US,San Jose,2,17,0,21,0
b'Hukilau',US,San Jose,3,11,0,14,0
b'Hukilau',US,San Jose,3,17,0,21,0
b'Hukilau',US,San Jose,4,11,0,14,0
b'Hukilau',US,San Jose,4,17,0,22,0
b'Hukilau',US,San Jose,5,11,0,14,30
b'Hukilau',US,San Jose,5,17,0,22,0
b'Hukilau',US,San Jose,6,11,0,14,30
b'Hukilau',US,San Jose,6,17,0,21,0
"b""Hula's Modern Tiki""",US,Phoenix,0,11,0,22,0
"b""Hula's Modern Tiki""",US,Phoenix,1,11,0,23,0
"b""Hula's Modern Tiki""",US,Phoenix,2,11,0,23,0
"b""Hula's Modern Tiki""",US,Phoenix,3,11,0,23,0
"b""Hula's Modern Tiki""",US,Phoenix,4,11,0,0,0
"b""Hula's Modern Tiki""",US,Phoenix,5,10,30,0,0
"b""Hula's Modern Tiki""",US,Phoenix,6,10,30,22,0
b'Humble Pie',US,Seattle,1,11,0,21,0
b'Humble Pie',US,Seattle,2,11,0,21,0
b'Humble Pie',US,Seattle,3,11,0,21,0
b'Humble Pie',US,Seattle,4,11,0,21,0
b'Humble Pie',US,Seattle,5,12,0,21,0
b'Humble Pie',US,Seattle,6,12,0,21,0
b'Humboldt Farm - Fish - Wine',US,Denver,0,11,0,22,0
b'Humboldt Farm - Fish - Wine',US,Denver,1,11,0,22,0
b'Humboldt Farm - Fish - Wine',US,Denver,2,11,0,22,0
b'Humboldt Farm - Fish - Wine',US,Denver,3,11,0,22,0
b'Humboldt Farm - Fish - Wine',US,Denver,4,11,0,23,0
b'Humboldt Farm - Fish - Wine',US,Denver,5,11,0,23,0
b'Humboldt Farm - Fish - Wine',US,Denver,6,10,0,16,0
b'Humboldt Farm - Fish - Wine',US,Denver,6,17,0,21,0
b'Hummus Bros',GB,London,0,8,30,21,0
b'Hummus Bros',GB,London,1,8,30,21,0
b'Hummus Bros',GB,London,2,8,30,21,0
b'Hummus Bros',GB,London,3,8,30,21,0
b'Hummus Bros',GB,London,4,8,30,21,0
b'Hummus Bros',GB,London,5,12,0,17,0
b'Hummus Bros',GB,London,0,8,30,22,0
b'Hummus Bros',GB,London,1,8,30,22,0
b'Hummus Bros',GB,London,2,8,30,22,0
b'Hummus Bros',GB,London,3,8,30,22,0
b'Hummus Bros',GB,London,4,8,30,22,0
b'Hummus Bros',GB,London,5,12,0,22,0
b'Hummus Bros',GB,London,6,12,0,21,0
b'Hunan Impression',US,San Jose,0,11,0,14,30
b'Hunan Impression',US,San Jose,0,17,0,21,30
b'Hunan Impression',US,San Jose,1,11,0,14,30
b'Hunan Impression',US,San Jose,1,17,0,21,30
b'Hunan Impression',US,San Jose,2,11,0,14,30
b'Hunan Impression',US,San Jose,2,17,0,21,30
b'Hunan Impression',US,San Jose,3,11,0,14,30
b'Hunan Impression',US,San Jose,3,17,0,21,30
b'Hunan Impression',US,San Jose,4,11,0,14,30
b'Hunan Impression',US,San Jose,4,17,0,22,0
b'Hunan Impression',US,San Jose,5,11,0,15,0
b'Hunan Impression',US,San Jose,5,17,0,22,0
b'Hunan Impression',US,San Jose,6,11,0,15,0
b'Hunan Impression',US,San Jose,6,17,0,21,0
b'Hunan Taste Restaurant',US,San Jose,0,11,0,14,30
b'Hunan Taste Restaurant',US,San Jose,0,16,30,20,30
b'Hunan Taste Restaurant',US,San Jose,1,11,0,14,30
b'Hunan Taste Restaurant',US,San Jose,1,16,30,20,30
b'Hunan Taste Restaurant',US,San Jose,2,11,0,14,30
b'Hunan Taste Restaurant',US,San Jose,2,16,30,20,30
b'Hunan Taste Restaurant',US,San Jose,3,11,0,14,30
b'Hunan Taste Restaurant',US,San Jose,3,16,30,20,30
b'Hunan Taste Restaurant',US,San Jose,4,11,0,14,30
b'Hunan Taste Restaurant',US,San Jose,4,16,30,20,30
b'Hunan Taste Restaurant',US,San Jose,5,11,0,20,30
b'Hundred Acre Bar',AU,Brisbane,0,7,0,18,0
b'Hundred Acre Bar',AU,Brisbane,1,7,0,18,0
b'Hundred Acre Bar',AU,Brisbane,2,7,0,21,0
b'Hundred Acre Bar',AU,Brisbane,3,7,0,21,0
b'Hundred Acre Bar',AU,Brisbane,4,7,0,21,0
b'Hundred Acre Bar',AU,Brisbane,5,8,0,21,0
b'Hundred Acre Bar',AU,Brisbane,6,8,0,18,0
"b""Hungry's""",US,Houston,0,11,0,22,0
"b""Hungry's""",US,Houston,1,11,0,22,0
"b""Hungry's""",US,Houston,2,11,0,22,0
"b""Hungry's""",US,Houston,3,11,0,22,0
"b""Hungry's""",US,Houston,4,11,0,22,0
"b""Hungry's""",US,Houston,5,9,0,22,0
"b""Hungry's""",US,Houston,6,9,0,22,0
b'Hunky Dory',US,Houston,0,11,0,15,0
b'Hunky Dory',US,Houston,0,17,0,22,0
b'Hunky Dory',US,Houston,1,11,0,15,0
b'Hunky Dory',US,Houston,1,17,0,22,0
b'Hunky Dory',US,Houston,2,11,0,15,0
b'Hunky Dory',US,Houston,2,17,0,22,0
b'Hunky Dory',US,Houston,3,11,0,15,0
b'Hunky Dory',US,Houston,3,17,0,22,0
b'Hunky Dory',US,Houston,4,11,0,15,0
b'Hunky Dory',US,Houston,4,17,0,23,0
b'Hunky Dory',US,Houston,5,10,0,15,0
b'Hunky Dory',US,Houston,5,17,0,23,0
b'Hunky Dory',US,Houston,6,10,0,15,0
b'Hunky Dory',US,Houston,6,17,0,21,0
b'Hunter & Barrel',AU,Sydney,0,12,0,22,0
b'Hunter & Barrel',AU,Sydney,1,12,0,22,0
b'Hunter & Barrel',AU,Sydney,2,12,0,22,0
b'Hunter & Barrel',AU,Sydney,3,12,0,22,0
b'Hunter & Barrel',AU,Sydney,4,12,0,22,30
b'Hunter & Barrel',AU,Sydney,5,12,0,22,30
b'Hunter & Barrel',AU,Sydney,6,12,0,22,0
b'Hunters Kitchen & Bar',AU,Melbourne,0,7,0,23,0
b'Hunters Kitchen & Bar',AU,Melbourne,1,7,0,23,0
b'Hunters Kitchen & Bar',AU,Melbourne,2,7,0,23,0
b'Hunters Kitchen & Bar',AU,Melbourne,3,7,0,23,0
b'Hunters Kitchen & Bar',AU,Melbourne,4,7,0,23,0
b'Hunters Kitchen & Bar',AU,Melbourne,5,7,0,23,0
b'Huong Lan Sandwich',US,San Jose,0,6,0,20,0
b'Huong Lan Sandwich',US,San Jose,1,6,0,20,0
b'Huong Lan Sandwich',US,San Jose,2,6,0,20,0
b'Huong Lan Sandwich',US,San Jose,3,6,0,20,0
b'Huong Lan Sandwich',US,San Jose,4,6,0,20,0
b'Huong Lan Sandwich',US,San Jose,5,6,0,20,0
b'Huong Lan Sandwich',US,San Jose,6,6,0,20,0
b'Huong Restaurant',US,San Jose,1,10,0,21,0
b'Huong Restaurant',US,San Jose,2,10,0,21,0
b'Huong Restaurant',US,San Jose,3,10,0,21,0
b'Huong Restaurant',US,San Jose,4,9,30,22,0
b'Huong Restaurant',US,San Jose,5,9,30,22,0
b'Huong Restaurant',US,San Jose,6,9,30,21,30
b'Huron Room',US,Detroit,0,15,0,22,0
b'Huron Room',US,Detroit,1,15,0,22,0
b'Huron Room',US,Detroit,2,15,0,22,0
b'Huron Room',US,Detroit,3,15,0,22,0
b'Huron Room',US,Detroit,4,11,0,23,0
b'Huron Room',US,Detroit,5,11,0,23,0
b'Huron Room',US,Detroit,6,11,0,22,0
b'Hutch & Spoon',US,Denver,0,7,0,16,0
b'Hutch & Spoon',US,Denver,1,7,0,16,0
b'Hutch & Spoon',US,Denver,2,7,0,16,0
b'Hutch & Spoon',US,Denver,3,7,0,16,0
b'Hutch & Spoon',US,Denver,4,7,0,16,0
b'Hutch & Spoon',US,Denver,5,8,0,14,0
b'Hutong Dumpling Bar',AU,Melbourne,0,11,0,15,0
b'Hutong Dumpling Bar',AU,Melbourne,0,17,30,22,30
b'Hutong Dumpling Bar',AU,Melbourne,1,11,0,15,0
b'Hutong Dumpling Bar',AU,Melbourne,1,17,30,22,30
b'Hutong Dumpling Bar',AU,Melbourne,2,11,0,15,0
b'Hutong Dumpling Bar',AU,Melbourne,2,17,30,22,30
b'Hutong Dumpling Bar',AU,Melbourne,3,11,0,15,0
b'Hutong Dumpling Bar',AU,Melbourne,3,17,30,22,30
b'Hutong Dumpling Bar',AU,Melbourne,4,11,0,15,0
b'Hutong Dumpling Bar',AU,Melbourne,4,17,30,23,30
b'Hutong Dumpling Bar',AU,Melbourne,5,11,0,15,0
b'Hutong Dumpling Bar',AU,Melbourne,5,17,30,23,30
b'Hutong Dumpling Bar',AU,Melbourne,6,11,0,15,0
b'Hutong Dumpling Bar',AU,Melbourne,6,17,30,22,30
b'Huynh Restaurant',US,Houston,0,11,0,21,0
b'Huynh Restaurant',US,Houston,1,11,0,21,0
b'Huynh Restaurant',US,Houston,2,11,0,21,0
b'Huynh Restaurant',US,Houston,3,11,0,21,0
b'Huynh Restaurant',US,Houston,4,11,0,22,0
b'Huynh Restaurant',US,Houston,5,11,0,22,0
b'Hwaro Korean Barbecue',AU,Melbourne,0,17,0,22,30
b'Hwaro Korean Barbecue',AU,Melbourne,1,17,0,22,30
b'Hwaro Korean Barbecue',AU,Melbourne,2,17,0,22,30
b'Hwaro Korean Barbecue',AU,Melbourne,3,17,0,22,30
b'Hwaro Korean Barbecue',AU,Melbourne,4,17,0,0,0
b'Hwaro Korean Barbecue',AU,Melbourne,5,17,0,0,0
b'Hwaro Korean Barbecue',AU,Melbourne,6,17,0,22,30
b'Hwaro',US,Las Vegas,0,11,30,3,0
b'Hwaro',US,Las Vegas,1,11,30,3,0
b'Hwaro',US,Las Vegas,2,11,30,3,0
b'Hwaro',US,Las Vegas,3,11,30,3,0
b'Hwaro',US,Las Vegas,4,11,30,3,0
b'Hwaro',US,Las Vegas,5,11,30,3,0
b'Hwaro',US,Las Vegas,6,11,30,3,0
b'Hyde Bar & Dining',GB,Glasgow,0,10,0,23,0
b'Hyde Bar & Dining',GB,Glasgow,1,10,0,23,0
b'Hyde Bar & Dining',GB,Glasgow,2,10,0,23,0
b'Hyde Bar & Dining',GB,Glasgow,3,10,0,23,0
b'Hyde Bar & Dining',GB,Glasgow,4,10,0,0,0
b'Hyde Bar & Dining',GB,Glasgow,5,10,0,0,0
b'Hyde Bar & Dining',GB,Glasgow,6,10,0,23,0
b'Hygrade Deli',US,Detroit,0,6,30,15,0
b'Hygrade Deli',US,Detroit,1,6,30,15,0
b'Hygrade Deli',US,Detroit,2,6,30,15,0
b'Hygrade Deli',US,Detroit,3,6,30,15,0
b'Hygrade Deli',US,Detroit,4,6,30,15,0
b'Hygrade Deli',US,Detroit,5,7,0,14,0
b'Hylin',AU,Perth,0,6,30,15,0
b'Hylin',AU,Perth,1,6,30,15,0
b'Hylin',AU,Perth,2,6,30,15,0
b'Hylin',AU,Perth,3,6,30,15,0
b'Hylin',AU,Perth,4,6,30,15,0
b'Hylin',AU,Perth,5,6,30,15,0
b'I Chi Ban Japanese Teppan-Yaki BBQ Restaurant',AU,Sydney,0,11,0,2,0
b'I Chi Ban Japanese Teppan-Yaki BBQ Restaurant',AU,Sydney,1,11,0,2,0
b'I Chi Ban Japanese Teppan-Yaki BBQ Restaurant',AU,Sydney,2,11,0,2,0
b'I Chi Ban Japanese Teppan-Yaki BBQ Restaurant',AU,Sydney,3,11,0,2,0
b'I Chi Ban Japanese Teppan-Yaki BBQ Restaurant',AU,Sydney,4,11,0,2,0
b'I Chi Ban Japanese Teppan-Yaki BBQ Restaurant',AU,Sydney,5,11,0,2,0
b'I Chi Ban Japanese Teppan-Yaki BBQ Restaurant',AU,Sydney,6,11,0,2,0
b'I See Food',US,Seattle,0,11,30,22,0
b'I See Food',US,Seattle,1,11,30,22,0
b'I See Food',US,Seattle,2,11,30,22,0
b'I See Food',US,Seattle,3,11,30,22,0
b'I See Food',US,Seattle,4,11,30,22,0
b'I See Food',US,Seattle,5,11,30,22,0
b'I See Food',US,Seattle,6,11,30,22,0
b'I-Thai Restaurant & Sushi Bar',US,Washington,0,11,30,22,30
b'I-Thai Restaurant & Sushi Bar',US,Washington,1,11,30,22,30
b'I-Thai Restaurant & Sushi Bar',US,Washington,2,11,30,22,30
b'I-Thai Restaurant & Sushi Bar',US,Washington,3,11,30,22,30
b'I-Thai Restaurant & Sushi Bar',US,Washington,4,11,30,23,0
b'I-Thai Restaurant & Sushi Bar',US,Washington,5,11,30,23,0
b'I-Thai Restaurant & Sushi Bar',US,Washington,6,11,30,22,30
b'I Thai',AU,Sydney,0,11,0,22,30
b'I Thai',AU,Sydney,1,11,0,22,30
b'I Thai',AU,Sydney,2,11,0,22,30
b'I Thai',AU,Sydney,3,11,0,22,30
b'I Thai',AU,Sydney,4,11,0,22,30
b'I Thai',AU,Sydney,5,11,0,22,30
b'I Thai',AU,Sydney,6,11,0,22,30
"b""I'a Poke""",US,San Francisco,0,11,30,20,0
"b""I'a Poke""",US,San Francisco,1,11,30,20,0
"b""I'a Poke""",US,San Francisco,2,11,30,20,0
"b""I'a Poke""",US,San Francisco,3,11,30,20,0
"b""I'a Poke""",US,San Francisco,4,11,30,21,0
"b""I'a Poke""",US,San Francisco,5,11,30,21,0
"b""I'a Poke""",US,San Francisco,6,11,30,19,0
b'Iberica',GB,London,0,11,30,23,0
b'Iberica',GB,London,1,11,30,23,0
b'Iberica',GB,London,2,11,30,23,0
b'Iberica',GB,London,3,11,30,23,0
b'Iberica',GB,London,4,11,30,23,0
b'Iberica',GB,London,5,11,30,23,0
b'Iberica',GB,London,6,12,0,22,30
b'Ibiza',US,Houston,1,11,0,22,0
b'Ibiza',US,Houston,2,11,0,22,0
b'Ibiza',US,Houston,3,11,0,22,0
b'Ibiza',US,Houston,4,11,0,23,0
b'Ibiza',US,Houston,5,17,0,23,0
b'Ibiza',US,Houston,6,17,0,21,0
b'ICCo',GB,London,0,7,0,23,0
b'ICCo',GB,London,1,7,0,23,0
b'ICCo',GB,London,2,7,0,23,0
b'ICCo',GB,London,3,7,0,23,0
b'ICCo',GB,London,4,7,0,0,0
b'ICCo',GB,London,5,8,0,0,0
b'ICCo',GB,London,6,8,0,23,0
"b""Ichabod's""",US,New York,0,17,0,22,0
"b""Ichabod's""",US,New York,1,17,0,23,0
"b""Ichabod's""",US,New York,2,17,0,23,0
"b""Ichabod's""",US,New York,3,17,0,23,0
"b""Ichabod's""",US,New York,4,17,0,23,0
"b""Ichabod's""",US,New York,5,11,0,15,30
"b""Ichabod's""",US,New York,5,17,30,23,0
"b""Ichabod's""",US,New York,6,11,0,15,30
"b""Ichabod's""",US,New York,6,17,30,22,0
b'Ichiban Fusion',GB,Glasgow,0,12,0,22,0
b'Ichiban Fusion',GB,Glasgow,1,12,0,22,0
b'Ichiban Fusion',GB,Glasgow,2,12,0,22,0
b'Ichiban Fusion',GB,Glasgow,3,12,0,22,0
b'Ichiban Fusion',GB,Glasgow,4,12,0,23,0
b'Ichiban Fusion',GB,Glasgow,5,12,0,23,0
b'Ichiban Fusion',GB,Glasgow,6,13,0,22,0
b'Ichiban',GB,Glasgow,0,12,0,22,0
b'Ichiban',GB,Glasgow,1,12,0,22,0
b'Ichiban',GB,Glasgow,2,12,0,22,0
b'Ichiban',GB,Glasgow,3,12,0,22,0
b'Ichiban',GB,Glasgow,4,12,0,23,0
b'Ichiban',GB,Glasgow,5,12,0,23,0
b'Ichiban',GB,Glasgow,6,13,0,23,0
b'Ichiban Yakitori',AU,Brisbane,0,10,30,16,30
b'Ichiban Yakitori',AU,Brisbane,1,10,30,16,30
b'Ichiban Yakitori',AU,Brisbane,2,10,30,16,30
b'Ichiban Yakitori',AU,Brisbane,3,10,30,16,30
b'Ichiban Yakitori',AU,Brisbane,4,10,30,16,30
b'Ichiban Yakitori Sushi',US,Boston,0,11,30,22,0
b'Ichiban Yakitori Sushi',US,Boston,1,11,30,22,0
b'Ichiban Yakitori Sushi',US,Boston,2,11,30,22,0
b'Ichiban Yakitori Sushi',US,Boston,3,11,30,22,0
b'Ichiban Yakitori Sushi',US,Boston,4,11,30,23,0
b'Ichiban Yakitori Sushi',US,Boston,5,11,30,23,0
b'Ichiban Yakitori Sushi',US,Boston,6,12,0,22,0
b'Ichido',US,San Francisco,4,19,0,21,30
b'Ichido',US,San Francisco,5,19,0,21,30
b'Ichiza',US,Las Vegas,0,17,0,2,30
b'Ichiza',US,Las Vegas,1,17,0,2,30
b'Ichiza',US,Las Vegas,2,17,0,2,30
b'Ichiza',US,Las Vegas,3,17,0,2,30
b'Ichiza',US,Las Vegas,4,17,0,2,30
b'Ichiza',US,Las Vegas,5,17,0,2,30
b'Ichiza',US,Las Vegas,6,17,0,2,30
b'Idelic',AU,Kingston,0,7,0,15,0
b'Idelic',AU,Kingston,1,7,0,15,0
b'Idelic',AU,Kingston,2,7,0,15,0
b'Idelic',AU,Kingston,3,7,0,15,0
b'Idelic',AU,Kingston,4,7,0,15,0
b'Idelic',AU,Kingston,5,7,0,15,0
b'Ignite Burgers & Bar',US,Denver,0,11,0,22,0
b'Ignite Burgers & Bar',US,Denver,1,11,0,22,0
b'Ignite Burgers & Bar',US,Denver,2,11,0,22,0
b'Ignite Burgers & Bar',US,Denver,3,11,0,22,0
b'Ignite Burgers & Bar',US,Denver,4,11,0,23,0
b'Ignite Burgers & Bar',US,Denver,5,10,0,23,0
b'Ignite Burgers & Bar',US,Denver,6,10,0,22,0
b'Iguanas Burritozilla',US,San Jose,0,10,0,22,0
b'Iguanas Burritozilla',US,San Jose,1,10,0,22,0
b'Iguanas Burritozilla',US,San Jose,2,10,0,22,0
b'Iguanas Burritozilla',US,San Jose,3,10,0,0,0
b'Iguanas Burritozilla',US,San Jose,4,10,0,0,0
b'Iguanas Burritozilla',US,San Jose,5,10,0,0,0
b'Iguanas Burritozilla',US,San Jose,6,10,0,21,0
b'Iguanas',US,San Jose,0,11,0,0,0
b'Iguanas',US,San Jose,1,11,0,0,0
b'Iguanas',US,San Jose,2,11,0,0,0
b'Iguanas',US,San Jose,3,11,0,3,0
b'Iguanas',US,San Jose,4,11,0,3,0
b'Iguanas',US,San Jose,5,11,0,3,0
b'Iguanas',US,San Jose,6,11,0,22,0
b'iI Tempo',AU,Melbourne,0,7,0,23,0
b'iI Tempo',AU,Melbourne,1,7,0,23,0
b'iI Tempo',AU,Melbourne,2,7,0,23,0
b'iI Tempo',AU,Melbourne,3,7,0,23,0
b'iI Tempo',AU,Melbourne,4,7,0,23,0
b'iI Tempo',AU,Melbourne,5,7,0,23,0
b'iI Tempo',AU,Melbourne,6,7,0,23,0
b'III Forks',US,Denver,0,16,0,22,0
b'III Forks',US,Denver,1,16,0,22,0
b'III Forks',US,Denver,2,16,0,22,0
b'III Forks',US,Denver,3,16,0,22,0
b'III Forks',US,Denver,4,16,0,23,0
b'III Forks',US,Denver,5,16,0,23,0
b'III Forks',US,Denver,6,16,0,21,0
b'iJava Coffee & Eatery',US,San Jose,0,6,30,19,0
b'iJava Coffee & Eatery',US,San Jose,1,6,30,19,0
b'iJava Coffee & Eatery',US,San Jose,2,6,30,19,0
b'iJava Coffee & Eatery',US,San Jose,3,6,30,19,0
b'iJava Coffee & Eatery',US,San Jose,4,6,30,19,0
b'iJava Coffee & Eatery',US,San Jose,5,8,0,18,0
b'iJava Coffee & Eatery',US,San Jose,6,8,0,18,0
