b'Name of the Restaurants',Country code,City,Day of week,Start time hour,Start time minute,End time hour,End time minute
b'Schnitz',AU,Melbourne,3,10,30,22,30
b'Schnitz',AU,Melbourne,4,10,30,22,30
b'Schnitz',AU,Melbourne,5,10,30,22,30
b'Schnitz',AU,Melbourne,6,10,30,21,0
b'Schnitz',AU,Phillip,0,11,0,20,0
b'Schnitz',AU,Phillip,1,11,0,20,0
b'Schnitz',AU,Phillip,2,11,0,20,0
b'Schnitz',AU,Phillip,3,11,0,20,0
b'Schnitz',AU,Phillip,4,11,0,21,0
b'Schnitz',AU,Phillip,5,11,0,21,0
b'Schnitz',AU,Phillip,6,11,0,20,0
b'Schooner Exact Brewing Company',US,Seattle,0,11,0,22,0
b'Schooner Exact Brewing Company',US,Seattle,1,11,0,22,0
b'Schooner Exact Brewing Company',US,Seattle,2,11,0,22,0
b'Schooner Exact Brewing Company',US,Seattle,3,11,0,22,0
b'Schooner Exact Brewing Company',US,Seattle,4,11,0,22,0
b'Schooner Exact Brewing Company',US,Seattle,5,10,0,22,0
b'Schooner Exact Brewing Company',US,Seattle,6,10,0,22,0
b'Scofflaw',US,Chicago,0,17,0,2,0
b'Scofflaw',US,Chicago,1,17,0,2,0
b'Scofflaw',US,Chicago,2,17,0,2,0
b'Scofflaw',US,Chicago,3,17,0,2,0
b'Scofflaw',US,Chicago,4,17,0,2,0
b'Scofflaw',US,Chicago,5,11,0,3,0
b'Scofflaw',US,Chicago,6,11,0,2,0
b'Scollay Square',US,Boston,0,12,0,14,0
b'Scollay Square',US,Boston,0,17,0,21,0
b'Scollay Square',US,Boston,1,12,0,14,0
b'Scollay Square',US,Boston,1,17,0,21,0
b'Scollay Square',US,Boston,2,12,0,14,0
b'Scollay Square',US,Boston,2,17,0,21,0
b'Scollay Square',US,Boston,3,12,0,14,0
b'Scollay Square',US,Boston,3,17,0,22,0
b'Scollay Square',US,Boston,4,12,0,14,0
b'Scollay Square',US,Boston,4,17,0,22,0
b'Scollay Square',US,Boston,5,11,0,22,0
b'Scollay Square',US,Boston,6,10,0,21,0
"b""Scoma's Restaurant""",US,San Francisco,0,11,30,22,0
"b""Scoma's Restaurant""",US,San Francisco,1,11,30,22,0
"b""Scoma's Restaurant""",US,San Francisco,2,11,30,22,0
"b""Scoma's Restaurant""",US,San Francisco,3,11,30,22,0
"b""Scoma's Restaurant""",US,San Francisco,4,11,30,22,30
"b""Scoma's Restaurant""",US,San Francisco,5,11,30,22,30
"b""Scoma's Restaurant""",US,San Francisco,6,11,30,22,0
b'Scone Crazy',AU,Perth,0,18,0,21,0
b'Scone Crazy',AU,Perth,4,17,0,21,0
b'Scone Crazy',AU,Perth,5,7,30,12,30
b'Scone Crazy',AU,Perth,6,11,0,16,0
b'Scoozi Newbury',US,Boston,0,11,0,22,0
b'Scoozi Newbury',US,Boston,1,11,0,22,0
b'Scoozi Newbury',US,Boston,2,11,0,22,0
b'Scoozi Newbury',US,Boston,3,11,0,23,0
b'Scoozi Newbury',US,Boston,4,11,0,23,0
b'Scoozi Newbury',US,Boston,5,11,0,23,0
b'Scoozi Newbury',US,Boston,6,11,0,22,0
b'Scopa',US,Boston,0,12,0,22,0
b'Scopa',US,Boston,1,12,0,22,0
b'Scopa',US,Boston,2,12,0,22,0
b'Scopa',US,Boston,3,12,0,22,0
b'Scopa',US,Boston,4,12,0,23,0
b'Scopa',US,Boston,5,12,0,23,0
b'Scopa',US,Boston,6,12,0,22,0
b'Scotia Bar',GB,Glasgow,0,11,0,0,0
b'Scotia Bar',GB,Glasgow,1,11,0,0,0
b'Scotia Bar',GB,Glasgow,2,11,0,0,0
b'Scotia Bar',GB,Glasgow,3,11,0,0,0
b'Scotia Bar',GB,Glasgow,4,11,0,0,0
b'Scotia Bar',GB,Glasgow,5,11,0,0,0
b'Scotia Bar',GB,Glasgow,6,12,30,0,0
"b""Scott's""",GB,London,0,12,0,22,30
"b""Scott's""",GB,London,1,12,0,22,30
"b""Scott's""",GB,London,2,12,0,22,30
"b""Scott's""",GB,London,3,12,0,22,30
"b""Scott's""",GB,London,4,12,0,22,30
"b""Scott's""",GB,London,5,12,0,22,30
"b""Scott's""",GB,London,6,12,0,22,0
"b""Scotty Simpson's Fish & Chips""",US,Detroit,1,11,0,20,0
"b""Scotty Simpson's Fish & Chips""",US,Detroit,2,11,0,20,0
"b""Scotty Simpson's Fish & Chips""",US,Detroit,3,11,0,20,0
"b""Scotty Simpson's Fish & Chips""",US,Detroit,4,11,0,21,0
"b""Scotty Simpson's Fish & Chips""",US,Detroit,5,14,0,21,0
"b""Scotty Simpson's Fish & Chips""",US,Detroit,6,14,0,19,0
b'Scout',US,Seattle,0,6,30,0,0
b'Scout',US,Seattle,1,6,30,0,0
b'Scout',US,Seattle,2,6,30,0,0
b'Scout',US,Seattle,3,6,30,0,0
b'Scout',US,Seattle,4,6,30,0,0
b'Scout',US,Seattle,5,8,0,0,0
b'Scout',US,Seattle,6,8,0,0,0
"b""Scrambl'z""",US,San Jose,0,7,0,14,0
"b""Scrambl'z""",US,San Jose,1,7,0,14,0
"b""Scrambl'z""",US,San Jose,2,7,0,14,0
"b""Scrambl'z""",US,San Jose,3,7,0,14,0
"b""Scrambl'z""",US,San Jose,4,7,0,14,0
"b""Scrambl'z""",US,San Jose,5,7,0,14,0
"b""Scrambl'z""",US,San Jose,6,7,0,14,0
b'Scratch Burrito & Happy Tap',US,Denver,0,11,0,21,0
b'Scratch Burrito & Happy Tap',US,Denver,1,11,0,21,0
b'Scratch Burrito & Happy Tap',US,Denver,2,11,0,21,0
b'Scratch Burrito & Happy Tap',US,Denver,3,11,0,21,0
b'Scratch Burrito & Happy Tap',US,Denver,4,11,0,22,0
b'Scratch Burrito & Happy Tap',US,Denver,5,11,0,22,0
b'Scratch Burrito & Happy Tap',US,Denver,6,11,0,21,0
"b""Scruffy Murphy's Hotel""",AU,Sydney,0,12,0,12,0
"b""Scruffy Murphy's Hotel""",AU,Sydney,1,12,0,12,0
"b""Scruffy Murphy's Hotel""",AU,Sydney,2,12,0,12,0
"b""Scruffy Murphy's Hotel""",AU,Sydney,3,12,0,12,0
"b""Scruffy Murphy's Hotel""",AU,Sydney,4,12,0,12,0
"b""Scruffy Murphy's Hotel""",AU,Sydney,5,12,0,12,0
"b""Scruffy Murphy's Hotel""",AU,Sydney,6,12,0,12,0
b'Scugnizzo',AU,Melbourne,0,12,0,15,0
b'Scugnizzo',AU,Melbourne,1,12,0,21,30
b'Scugnizzo',AU,Melbourne,2,12,0,21,30
b'Scugnizzo',AU,Melbourne,3,12,0,21,30
b'Scugnizzo',AU,Melbourne,4,12,0,21,30
b'Scugnizzo',AU,Melbourne,5,18,0,21,30
b'Sea Bay Restaurant',AU,Sydney,0,11,0,22,0
b'Sea Bay Restaurant',AU,Sydney,1,11,0,22,0
b'Sea Bay Restaurant',AU,Sydney,2,11,0,22,0
b'Sea Bay Restaurant',AU,Sydney,3,11,0,22,0
b'Sea Bay Restaurant',AU,Sydney,4,11,0,22,0
b'Sea Bay Restaurant',AU,Sydney,5,11,0,22,0
b'Sea Level NC',US,Charlotte,0,11,30,0,0
b'Sea Level NC',US,Charlotte,1,11,30,0,0
b'Sea Level NC',US,Charlotte,2,11,30,0,0
b'Sea Level NC',US,Charlotte,3,11,30,0,0
b'Sea Level NC',US,Charlotte,4,11,30,0,0
b'Sea Level NC',US,Charlotte,5,11,30,0,0
b'Sea on Quay Fish Bar',AU,Melbourne,0,11,30,21,0
b'Sea on Quay Fish Bar',AU,Melbourne,1,11,30,21,0
b'Sea on Quay Fish Bar',AU,Melbourne,2,11,30,21,0
b'Sea on Quay Fish Bar',AU,Melbourne,3,11,30,21,0
b'Sea on Quay Fish Bar',AU,Melbourne,4,11,30,21,0
b'Sea on Quay Fish Bar',AU,Melbourne,5,16,0,21,0
b'Sea Salt Fish & Sushi Bar',AU,Melbourne,0,11,0,20,30
b'Sea Salt Fish & Sushi Bar',AU,Melbourne,1,11,0,20,30
b'Sea Salt Fish & Sushi Bar',AU,Melbourne,2,11,0,20,30
b'Sea Salt Fish & Sushi Bar',AU,Melbourne,3,11,0,20,30
b'Sea Salt Fish & Sushi Bar',AU,Melbourne,4,11,0,20,30
b'Sea Salt Fish & Sushi Bar',AU,Melbourne,5,11,0,20,30
b'Sea Salt Fish & Sushi Bar',AU,Melbourne,6,11,0,20,30
b'Seamstress',AU,Melbourne,0,12,0,15,0
b'Seamstress',AU,Melbourne,0,17,0,23,0
b'Seamstress',AU,Melbourne,1,12,0,15,0
b'Seamstress',AU,Melbourne,1,17,0,23,0
b'Seamstress',AU,Melbourne,2,12,0,15,0
b'Seamstress',AU,Melbourne,2,17,0,23,0
b'Seamstress',AU,Melbourne,3,12,0,15,0
b'Seamstress',AU,Melbourne,3,17,0,1,0
b'Seamstress',AU,Melbourne,4,12,0,15,0
b'Seamstress',AU,Melbourne,4,16,0,1,0
b'Seamstress',AU,Melbourne,5,17,0,1,0
b'Searock Grill',AU,Sydney,0,11,0,15,0
b'Searock Grill',AU,Sydney,0,17,0,22,0
b'Searock Grill',AU,Sydney,1,11,0,15,0
b'Searock Grill',AU,Sydney,1,17,0,22,0
b'Searock Grill',AU,Sydney,2,11,0,15,0
b'Searock Grill',AU,Sydney,2,17,0,22,0
b'Searock Grill',AU,Sydney,3,11,0,15,0
b'Searock Grill',AU,Sydney,3,17,0,22,0
b'Searock Grill',AU,Sydney,4,11,0,15,0
b'Searock Grill',AU,Sydney,4,17,0,22,30
b'Searock Grill',AU,Sydney,5,8,0,22,30
b'Searock Grill',AU,Sydney,6,8,0,22,30
b'Searsucker',US,Las Vegas,0,17,0,23,0
b'Searsucker',US,Las Vegas,1,17,0,0,0
b'Searsucker',US,Las Vegas,2,17,0,23,0
b'Searsucker',US,Las Vegas,3,17,0,23,0
b'Searsucker',US,Las Vegas,4,17,0,0,0
b'Searsucker',US,Las Vegas,5,17,0,0,0
b'Searsucker',US,Las Vegas,6,17,0,23,0
b'Seasalt Dining',AU,Bruce,1,11,0,15,0
b'Seasalt Dining',AU,Bruce,1,17,30,21,0
b'Seasalt Dining',AU,Bruce,2,11,0,15,0
b'Seasalt Dining',AU,Bruce,2,17,30,21,0
b'Seasalt Dining',AU,Bruce,3,11,0,15,0
b'Seasalt Dining',AU,Bruce,3,17,30,21,0
b'Seasalt Dining',AU,Bruce,4,11,0,15,0
b'Seasalt Dining',AU,Bruce,4,17,30,21,30
b'Seasalt Dining',AU,Bruce,5,11,0,15,0
b'Seasalt Dining',AU,Bruce,5,17,30,22,30
b'Seasalt Dining',AU,Bruce,6,9,0,15,0
b'Seasalt Dining',AU,Bruce,6,17,30,21,0
b'Seashell of Lisson Grove',GB,London,0,12,0,22,30
b'Seashell of Lisson Grove',GB,London,1,12,0,22,30
b'Seashell of Lisson Grove',GB,London,2,12,0,22,30
b'Seashell of Lisson Grove',GB,London,3,12,0,22,30
b'Seashell of Lisson Grove',GB,London,4,12,0,22,30
b'Seashell of Lisson Grove',GB,London,5,12,0,22,30
b'SeaSide Pok\xc3\xa9',US,Houston,6,12,0,15,0
b'Seasons 52',US,Birmingham,0,11,0,22,0
b'Seasons 52',US,Birmingham,1,11,0,22,0
b'Seasons 52',US,Birmingham,2,11,0,22,0
b'Seasons 52',US,Birmingham,3,11,0,22,0
b'Seasons 52',US,Birmingham,4,11,0,23,0
b'Seasons 52',US,Birmingham,5,11,0,23,0
b'Seasons 52',US,Birmingham,6,11,0,21,0
b'Seasons 52',US,Houston,0,11,0,22,0
b'Seasons 52',US,Houston,1,11,0,22,0
b'Seasons 52',US,Houston,2,11,0,22,0
b'Seasons 52',US,Houston,3,11,0,22,0
b'Seasons 52',US,Houston,4,11,0,23,0
b'Seasons 52',US,Houston,5,11,0,23,0
b'Seasons 52',US,Houston,6,10,0,21,0
b'Seawall Bar & Restaurant',AU,Sydney,1,12,0,22,0
b'Seawall Bar & Restaurant',AU,Sydney,2,12,0,22,0
b'Seawall Bar & Restaurant',AU,Sydney,3,12,0,22,0
b'Seawall Bar & Restaurant',AU,Sydney,4,12,0,22,0
b'Seawall Bar & Restaurant',AU,Sydney,5,12,0,22,0
b'Secara Latin Tapas',US,New York,1,17,0,23,0
b'Secara Latin Tapas',US,New York,2,17,0,23,0
b'Secara Latin Tapas',US,New York,3,17,0,23,0
b'Secara Latin Tapas',US,New York,4,17,0,0,0
b'Secara Latin Tapas',US,New York,5,12,0,0,0
b'Secara Latin Tapas',US,New York,6,12,0,22,0
b'Secret Garden',AU,Perth,0,7,0,15,0
b'Secret Garden',AU,Perth,1,7,0,15,0
b'Secret Garden',AU,Perth,2,7,0,15,0
b'Secret Garden',AU,Perth,3,7,0,15,0
b'Secret Garden',AU,Perth,4,7,0,15,0
b'Secret Pizza',US,Las Vegas,0,11,0,5,0
b'Secret Pizza',US,Las Vegas,1,11,0,4,0
b'Secret Pizza',US,Las Vegas,2,11,0,4,0
b'Secret Pizza',US,Las Vegas,3,11,0,4,0
b'Secret Pizza',US,Las Vegas,4,11,0,5,0
b'Secret Pizza',US,Las Vegas,5,11,0,5,0
b'Secret Pizza',US,Las Vegas,6,11,0,5,0
b'Sedap',AU,Sydney,0,11,0,21,30
b'Sedap',AU,Sydney,1,11,0,21,30
b'Sedap',AU,Sydney,2,11,0,21,30
b'Sedap',AU,Sydney,3,11,0,21,30
b'Sedap',AU,Sydney,4,11,0,21,30
b'Sedap',AU,Sydney,5,11,0,21,30
b'Sedap',AU,Sydney,6,11,0,21,30
b'Seedling Cafe',AU,Melbourne,0,7,0,16,0
b'Seedling Cafe',AU,Melbourne,1,7,0,16,0
b'Seedling Cafe',AU,Melbourne,2,7,0,16,0
b'Seedling Cafe',AU,Melbourne,3,7,0,16,0
b'Seedling Cafe',AU,Melbourne,4,7,0,16,0
b'SeeWoo Restaurant',GB,Glasgow,0,12,0,22,30
b'SeeWoo Restaurant',GB,Glasgow,1,12,0,22,30
b'SeeWoo Restaurant',GB,Glasgow,2,12,0,22,30
b'SeeWoo Restaurant',GB,Glasgow,3,12,0,22,30
b'SeeWoo Restaurant',GB,Glasgow,4,12,0,22,30
b'SeeWoo Restaurant',GB,Glasgow,5,12,0,22,30
b'SeeWoo Restaurant',GB,Glasgow,6,12,0,22,30
b'Selale',GB,London,0,8,0,2,0
b'Selale',GB,London,1,8,0,2,0
b'Selale',GB,London,2,8,0,2,0
b'Selale',GB,London,3,8,0,2,0
b'Selale',GB,London,4,8,0,2,0
b'Selale',GB,London,5,8,0,2,0
b'Selale',GB,London,6,8,0,2,0
b'Selera',NZ,Auckland,0,10,30,22,0
b'Selera',NZ,Auckland,1,10,30,22,0
b'Selera',NZ,Auckland,2,10,30,22,0
b'Selera',NZ,Auckland,3,10,30,22,0
b'Selera',NZ,Auckland,4,10,30,22,0
b'Selera',NZ,Auckland,5,10,30,22,0
b'Selera',NZ,Auckland,6,10,30,22,0
b'Self Preservation',AU,Melbourne,0,7,30,17,0
b'Self Preservation',AU,Melbourne,1,7,30,22,0
b'Self Preservation',AU,Melbourne,2,7,30,22,0
b'Self Preservation',AU,Melbourne,3,7,30,22,0
b'Self Preservation',AU,Melbourne,4,7,30,22,0
b'Self Preservation',AU,Melbourne,5,8,0,22,0
b'Self Preservation',AU,Melbourne,6,8,0,17,0
b'Sempre Pizza & Calzone',AU,Melbourne,0,7,30,22,0
b'Sempre Pizza & Calzone',AU,Melbourne,1,7,30,22,0
b'Sempre Pizza & Calzone',AU,Melbourne,2,7,30,22,0
b'Sempre Pizza & Calzone',AU,Melbourne,3,7,30,22,0
b'Sempre Pizza & Calzone',AU,Melbourne,4,7,30,22,0
b'Sempre Pizza & Calzone',AU,Melbourne,5,8,0,22,0
b'Sempre Pizza & Calzone',AU,Melbourne,6,8,0,22,0
b'Sen Viet',GB,London,0,11,0,15,0
b'Sen Viet',GB,London,0,17,0,23,0
b'Sen Viet',GB,London,1,11,0,15,0
b'Sen Viet',GB,London,1,17,0,23,0
b'Sen Viet',GB,London,2,11,0,15,0
b'Sen Viet',GB,London,2,17,0,23,0
b'Sen Viet',GB,London,3,11,0,15,0
b'Sen Viet',GB,London,3,17,0,23,0
b'Sen Viet',GB,London,4,11,0,15,0
b'Sen Viet',GB,London,4,17,0,23,0
b'Sen Viet',GB,London,5,11,0,15,0
b'Sen Viet',GB,London,5,17,0,23,0
b'Sen Viet',GB,London,6,12,0,16,0
b'Sen Viet',GB,London,6,17,0,22,0
b'Senor Lopez Mexican Restaurant',US,Detroit,0,8,0,23,0
b'Senor Lopez Mexican Restaurant',US,Detroit,1,8,0,23,0
b'Senor Lopez Mexican Restaurant',US,Detroit,2,8,0,23,0
b'Senor Lopez Mexican Restaurant',US,Detroit,3,8,0,23,0
b'Senor Lopez Mexican Restaurant',US,Detroit,4,8,0,23,0
b'Senor Lopez Mexican Restaurant',US,Detroit,5,8,0,23,0
b'Senor Lopez Mexican Restaurant',US,Detroit,6,8,0,23,0
b'Senro Sushi',US,San Jose,0,11,30,22,0
b'Senro Sushi',US,San Jose,1,11,30,22,0
b'Senro Sushi',US,San Jose,2,11,30,22,0
b'Senro Sushi',US,San Jose,3,11,30,22,0
b'Senro Sushi',US,San Jose,4,11,30,23,0
b'Senro Sushi',US,San Jose,5,11,30,23,0
b'Senro Sushi',US,San Jose,6,11,30,22,0
b'Sensory Lab',AU,Melbourne,0,7,30,19,0
b'Sensory Lab',AU,Melbourne,1,7,30,19,0
b'Sensory Lab',AU,Melbourne,2,7,30,19,0
b'Sensory Lab',AU,Melbourne,3,7,30,21,0
b'Sensory Lab',AU,Melbourne,4,7,30,21,0
b'Sensory Lab',AU,Melbourne,5,8,30,19,0
b'Sensory Lab',AU,Melbourne,6,9,30,19,0
b'Sentinel Bar & Grill',AU,Perth,0,7,0,0,0
b'Sentinel Bar & Grill',AU,Perth,1,7,0,0,0
b'Sentinel Bar & Grill',AU,Perth,2,7,0,0,0
b'Sentinel Bar & Grill',AU,Perth,3,7,0,0,0
b'Sentinel Bar & Grill',AU,Perth,4,7,0,0,0
b'Sentinel Bar & Grill',AU,Perth,5,18,0,0,0
b'Senyai',AU,Sydney,0,11,0,22,30
b'Senyai',AU,Sydney,1,11,0,22,30
b'Senyai',AU,Sydney,2,11,0,22,30
b'Senyai',AU,Sydney,3,11,0,22,30
b'Senyai',AU,Sydney,4,11,0,22,30
b'Senyai',AU,Sydney,5,11,0,22,30
b'Senyai',AU,Sydney,6,11,0,22,30
b'Seoul',US,Boston,0,11,30,22,30
b'Seoul',US,Boston,1,11,30,22,30
b'Seoul',US,Boston,2,11,30,22,30
b'Seoul',US,Boston,3,11,30,23,0
b'Seoul',US,Boston,4,11,30,23,0
b'Seoul',US,Boston,5,12,30,23,0
b'Seoul',US,Boston,6,12,30,22,30
b'Seoul Soulongtang',US,Boston,0,11,0,22,30
b'Seoul Soulongtang',US,Boston,1,11,0,22,30
b'Seoul Soulongtang',US,Boston,2,11,0,22,30
b'Seoul Soulongtang',US,Boston,3,11,0,23,0
b'Seoul Soulongtang',US,Boston,4,11,0,23,0
b'Seoul Soulongtang',US,Boston,5,11,0,23,0
b'Seoul Soulongtang',US,Boston,6,11,0,22,30
b'Sepia',AU,Sydney,1,12,0,15,0
b'Sepia',AU,Sydney,1,18,0,22,0
b'Sepia',AU,Sydney,2,12,0,15,0
b'Sepia',AU,Sydney,2,18,0,22,0
b'Sepia',AU,Sydney,3,12,0,15,0
b'Sepia',AU,Sydney,3,18,0,22,0
b'Sepia',AU,Sydney,4,12,0,15,0
b'Sepia',AU,Sydney,4,18,0,22,0
b'Sepia',AU,Sydney,5,18,0,22,0
b'Serafina',US,Boston,0,11,0,22,0
b'Serafina',US,Boston,1,11,0,22,0
b'Serafina',US,Boston,2,11,0,22,0
b'Serafina',US,Boston,3,11,0,23,0
b'Serafina',US,Boston,4,11,0,23,0
b'Serafina',US,Boston,5,11,0,23,0
b'Serafina',US,Boston,6,11,0,22,0
b'Serafina',US,Seattle,0,11,30,2,0
b'Serafina',US,Seattle,1,11,30,2,0
b'Serafina',US,Seattle,2,11,30,2,0
b'Serafina',US,Seattle,3,11,30,2,0
b'Serafina',US,Seattle,4,11,30,2,0
b'Serafina',US,Seattle,5,17,0,2,0
b'Serafina',US,Seattle,6,17,0,2,0
b'Serai',US,Chicago,1,15,0,22,30
b'Serai',US,Chicago,2,15,0,22,30
b'Serai',US,Chicago,3,15,0,22,30
b'Serai',US,Chicago,4,15,0,23,0
b'Serai',US,Chicago,5,11,0,23,0
b'Serai',US,Chicago,6,11,0,22,0
"b""Sera's Ramen Enclave""",US,Denver,0,11,0,22,0
"b""Sera's Ramen Enclave""",US,Denver,2,11,0,22,0
"b""Sera's Ramen Enclave""",US,Denver,3,11,0,22,0
"b""Sera's Ramen Enclave""",US,Denver,4,11,0,22,0
"b""Sera's Ramen Enclave""",US,Denver,5,11,0,22,0
"b""Sera's Ramen Enclave""",US,Denver,6,11,0,22,0
b'Serenata',US,New York,0,12,0,23,0
b'Serenata',US,New York,1,12,0,23,0
b'Serenata',US,New York,2,12,0,23,0
b'Serenata',US,New York,3,12,0,23,0
b'Serenata',US,New York,4,12,0,0,0
b'Serenata',US,New York,5,11,30,0,0
b'Serenata',US,New York,6,11,30,23,0
b'Sergimmo Salumeria',US,New York,0,11,0,22,0
b'Sergimmo Salumeria',US,New York,1,11,0,22,0
b'Sergimmo Salumeria',US,New York,2,11,0,22,0
b'Sergimmo Salumeria',US,New York,3,11,0,22,0
b'Sergimmo Salumeria',US,New York,4,11,0,22,0
b'Sergimmo Salumeria',US,New York,5,11,0,22,0
b'Sergimmo Salumeria',US,New York,6,11,0,21,0
b'Serious Pie & Biscuit',US,Seattle,0,7,0,22,0
b'Serious Pie & Biscuit',US,Seattle,1,7,0,22,0
b'Serious Pie & Biscuit',US,Seattle,2,7,0,22,0
b'Serious Pie & Biscuit',US,Seattle,3,7,0,22,0
b'Serious Pie & Biscuit',US,Seattle,4,7,0,23,0
b'Serious Pie & Biscuit',US,Seattle,5,9,0,23,0
b'Serious Pie & Biscuit',US,Seattle,6,9,0,15,0
b'Serious Pie',US,Seattle,0,11,0,21,0
b'Serious Pie',US,Seattle,1,11,0,21,0
b'Serious Pie',US,Seattle,2,11,0,21,0
b'Serious Pie',US,Seattle,3,11,0,21,0
b'Serious Pie',US,Seattle,4,11,0,22,0
b'Serious Pie',US,Seattle,5,11,0,22,0
b'Serious Pie',US,Seattle,6,11,0,21,0
b'Serious Pie',US,Seattle,0,11,0,23,0
b'Serious Pie',US,Seattle,1,11,0,23,0
b'Serious Pie',US,Seattle,2,11,0,23,0
b'Serious Pie',US,Seattle,3,11,0,23,0
b'Serious Pie',US,Seattle,4,11,0,23,0
b'Serious Pie',US,Seattle,5,11,0,23,0
b'Serious Pie',US,Seattle,6,11,0,23,0
b'Serpentine',US,San Francisco,0,11,30,14,30
b'Serpentine',US,San Francisco,0,17,30,22,0
b'Serpentine',US,San Francisco,1,11,30,14,30
b'Serpentine',US,San Francisco,1,17,30,22,0
b'Serpentine',US,San Francisco,2,11,30,14,30
b'Serpentine',US,San Francisco,2,17,30,22,0
b'Serpentine',US,San Francisco,3,11,30,14,30
b'Serpentine',US,San Francisco,3,17,30,22,0
b'Serpentine',US,San Francisco,4,11,30,14,30
b'Serpentine',US,San Francisco,4,17,30,23,0
b'Serpentine',US,San Francisco,5,10,0,14,30
b'Serpentine',US,San Francisco,5,17,30,23,0
b'Serpentine',US,San Francisco,6,10,0,14,30
b'Settlement On Quay',AU,Sydney,0,6,30,18,0
b'Settlement On Quay',AU,Sydney,1,6,30,18,0
b'Settlement On Quay',AU,Sydney,2,6,30,18,0
b'Settlement On Quay',AU,Sydney,3,6,30,18,0
b'Settlement On Quay',AU,Sydney,4,6,30,22,30
b'Seva Detroit',US,Detroit,0,11,0,21,0
b'Seva Detroit',US,Detroit,1,11,0,21,0
b'Seva Detroit',US,Detroit,2,11,0,21,0
b'Seva Detroit',US,Detroit,3,11,0,21,0
b'Seva Detroit',US,Detroit,4,11,0,23,0
b'Seva Detroit',US,Detroit,5,11,0,23,0
b'Seva Detroit',US,Detroit,6,12,0,21,0
b'Seven Beef',US,Seattle,0,16,0,23,0
b'Seven Beef',US,Seattle,1,16,0,23,0
b'Seven Beef',US,Seattle,2,16,0,23,0
b'Seven Beef',US,Seattle,3,16,0,23,0
b'Seven Beef',US,Seattle,4,16,0,23,0
b'Seven Beef',US,Seattle,5,16,0,23,0
b'Seven Beef',US,Seattle,6,16,0,23,0
b'Seven Seas Sushi',US,San Jose,0,11,0,14,30
b'Seven Seas Sushi',US,San Jose,0,17,0,21,30
b'Seven Seas Sushi',US,San Jose,1,11,0,14,30
b'Seven Seas Sushi',US,San Jose,1,17,0,21,30
b'Seven Seas Sushi',US,San Jose,2,11,0,14,30
b'Seven Seas Sushi',US,San Jose,2,17,0,21,30
b'Seven Seas Sushi',US,San Jose,3,11,0,14,30
b'Seven Seas Sushi',US,San Jose,3,17,0,21,30
b'Seven Seas Sushi',US,San Jose,4,11,0,14,30
b'Seven Seas Sushi',US,San Jose,4,17,0,22,0
b'Seven Seas Sushi',US,San Jose,5,11,30,16,0
b'Seven Seas Sushi',US,San Jose,5,17,0,22,0
b'Seven Seas Sushi',US,San Jose,6,17,0,21,30
b'Seven Stars',GB,London,0,11,0,23,0
b'Seven Stars',GB,London,1,11,0,23,0
b'Seven Stars',GB,London,2,11,0,23,0
b'Seven Stars',GB,London,3,11,0,23,0
b'Seven Stars',GB,London,4,11,0,23,0
b'Seven Stars',GB,London,5,11,0,23,30
b'Seven Stars',GB,London,6,12,0,22,30
b'Sezar',AU,Melbourne,0,12,0,15,0
b'Sezar',AU,Melbourne,0,17,30,23,0
b'Sezar',AU,Melbourne,1,12,0,15,0
b'Sezar',AU,Melbourne,1,17,30,23,0
b'Sezar',AU,Melbourne,2,12,0,15,0
b'Sezar',AU,Melbourne,2,17,30,23,0
b'Sezar',AU,Melbourne,3,12,0,15,0
b'Sezar',AU,Melbourne,3,17,30,23,0
b'Sezar',AU,Melbourne,4,12,0,15,0
b'Sezar',AU,Melbourne,4,17,30,23,0
b'Sezar',AU,Melbourne,5,17,30,23,0
b'Se\xc3\xb1or Pan Cafe',US,Chicago,0,8,0,21,0
b'Se\xc3\xb1or Pan Cafe',US,Chicago,1,8,0,21,0
b'Se\xc3\xb1or Pan Cafe',US,Chicago,2,8,0,21,0
b'Se\xc3\xb1or Pan Cafe',US,Chicago,3,8,0,21,0
b'Se\xc3\xb1or Pan Cafe',US,Chicago,4,8,0,21,0
b'Se\xc3\xb1or Pan Cafe',US,Chicago,5,8,0,21,0
b'Se\xc3\xb1or Pan Cafe',US,Chicago,6,10,0,20,0
b'Sfizi Italian Kitchen',US,Boston,1,17,0,22,0
b'Sfizi Italian Kitchen',US,Boston,2,17,0,22,0
b'Sfizi Italian Kitchen',US,Boston,3,17,0,22,0
b'Sfizi Italian Kitchen',US,Boston,4,17,0,23,0
b'Sfizi Italian Kitchen',US,Boston,5,17,0,23,0
b'Sfizi Italian Kitchen',US,Boston,6,17,0,22,0
b'SGD Tofu House',US,San Jose,0,11,30,21,30
b'SGD Tofu House',US,San Jose,1,11,30,21,30
b'SGD Tofu House',US,San Jose,2,11,30,21,30
b'SGD Tofu House',US,San Jose,3,11,30,21,30
b'SGD Tofu House',US,San Jose,4,11,30,21,30
b'SGD Tofu House',US,San Jose,5,11,30,21,30
"b""Sgt. Pepperoni's""",US,Detroit,0,11,0,2,0
"b""Sgt. Pepperoni's""",US,Detroit,1,11,0,2,0
"b""Sgt. Pepperoni's""",US,Detroit,2,11,0,2,0
"b""Sgt. Pepperoni's""",US,Detroit,3,11,0,2,0
"b""Sgt. Pepperoni's""",US,Detroit,4,11,0,2,0
